,filename,num_ratings,num_bboxes,num_objects,ratings,bounding_boxes
159,DSC05447.jpeg,18,18,18,"[['1', '1', '1', '3', '5', '1'], ['1', '1', '1', '2', '1', '1'], ['1', '1', '1', '2', '1', '3']]","[{'x': 65, 'y': 32, 'x_offset': 149, 'y_offset': 217}, {'x': 321, 'y': 44, 'x_offset': 174, 'y_offset': 231}, {'x': 647, 'y': 62, 'x_offset': 154, 'y_offset': 244}, {'x': 930, 'y': 86, 'x_offset': 150, 'y_offset': 221}, {'x': 1162, 'y': 97, 'x_offset': 164, 'y_offset': 224}, {'x': 1430, 'y': 96, 'x_offset': 164, 'y_offset': 227}, {'x': 64, 'y': 417, 'x_offset': 150, 'y_offset': 219}, {'x': 324, 'y': 403, 'x_offset': 157, 'y_offset': 224}, {'x': 607, 'y': 410, 'x_offset': 157, 'y_offset': 226}, {'x': 861, 'y': 407, 'x_offset': 154, 'y_offset': 212}, {'x': 1137, 'y': 437, 'x_offset': 166, 'y_offset': 239}, {'x': 1421, 'y': 438, 'x_offset': 166, 'y_offset': 222}, {'x': 75, 'y': 811, 'x_offset': 161, 'y_offset': 224}, {'x': 308, 'y': 794, 'x_offset': 152, 'y_offset': 224}, {'x': 533, 'y': 796, 'x_offset': 166, 'y_offset': 221}, {'x': 794, 'y': 773, 'x_offset': 154, 'y_offset': 219}, {'x': 1104, 'y': 788, 'x_offset': 155, 'y_offset': 224}, {'x': 1363, 'y': 799, 'x_offset': 176, 'y_offset': 212}]"
34,DSC05448.jpeg,18,18,18,"[['1', '1', '1', '2', '5', '1'], ['1', '1', '1', '2', '1', '1'], ['1', '1', '1', '2', '1', '2']]","[{'x': 84, 'y': 45, 'x_offset': 166, 'y_offset': 229}, {'x': 361, 'y': 48, 'x_offset': 179, 'y_offset': 246}, {'x': 709, 'y': 70, 'x_offset': 170, 'y_offset': 261}, {'x': 1016, 'y': 102, 'x_offset': 163, 'y_offset': 241}, {'x': 1270, 'y': 115, 'x_offset': 166, 'y_offset': 259}, {'x': 1552, 'y': 125, 'x_offset': 182, 'y_offset': 245}, {'x': 66, 'y': 452, 'x_offset': 191, 'y_offset': 234}, {'x': 362, 'y': 443, 'x_offset': 164, 'y_offset': 245}, {'x': 659, 'y': 450, 'x_offset': 175, 'y_offset': 252}, {'x': 947, 'y': 452, 'x_offset': 164, 'y_offset': 232}, {'x': 1232, 'y': 486, 'x_offset': 177, 'y_offset': 254}, {'x': 1548, 'y': 479, 'x_offset': 170, 'y_offset': 252}, {'x': 87, 'y': 872, 'x_offset': 171, 'y_offset': 250}, {'x': 334, 'y': 868, 'x_offset': 164, 'y_offset': 241}, {'x': 591, 'y': 863, 'x_offset': 163, 'y_offset': 241}, {'x': 868, 'y': 856, 'x_offset': 155, 'y_offset': 223}, {'x': 1195, 'y': 856, 'x_offset': 157, 'y_offset': 248}, {'x': 1481, 'y': 879, 'x_offset': 179, 'y_offset': 225}]"
325,DSC05449.jpeg,18,18,18,"[['1', '1', '1', '2', '5', '1'], ['1', '1', '1', '2', '1', '1'], ['1', '1', '1', '2', '1', '3']]","[{'x': 79, 'y': 47, 'x_offset': 151, 'y_offset': 226}, {'x': 338, 'y': 59, 'x_offset': 180, 'y_offset': 236}, {'x': 697, 'y': 90, 'x_offset': 153, 'y_offset': 238}, {'x': 990, 'y': 110, 'x_offset': 156, 'y_offset': 228}, {'x': 1242, 'y': 129, 'x_offset': 166, 'y_offset': 229}, {'x': 1529, 'y': 132, 'x_offset': 163, 'y_offset': 224}, {'x': 65, 'y': 455, 'x_offset': 158, 'y_offset': 226}, {'x': 345, 'y': 450, 'x_offset': 163, 'y_offset': 231}, {'x': 646, 'y': 457, 'x_offset': 161, 'y_offset': 224}, {'x': 924, 'y': 453, 'x_offset': 153, 'y_offset': 217}, {'x': 1213, 'y': 494, 'x_offset': 163, 'y_offset': 233}, {'x': 1518, 'y': 480, 'x_offset': 163, 'y_offset': 241}, {'x': 84, 'y': 874, 'x_offset': 153, 'y_offset': 234}, {'x': 328, 'y': 864, 'x_offset': 149, 'y_offset': 226}, {'x': 569, 'y': 868, 'x_offset': 160, 'y_offset': 226}, {'x': 846, 'y': 837, 'x_offset': 153, 'y_offset': 226}, {'x': 1169, 'y': 861, 'x_offset': 155, 'y_offset': 228}, {'x': 1457, 'y': 866, 'x_offset': 165, 'y_offset': 222}]"
200,DSC05450.jpeg,21,0,-1,"[['1', '4', '1', '1', '3', '1'], ['1', '1', '1', '1', '1', '1'], ['3', '1', '1', '1', '5', '1'], ['5', '1', '3']]",[]
224,DSC05451.jpeg,21,21,21,"[['1', '2', '1', '1', '2', '1'], ['1', '1', '1', '1', '1', '1'], ['3', '1', '1', '1', '4', '1'], ['3', '1', '3']]","[{'x': 37, 'y': 19, 'x_offset': 138, 'y_offset': 203}, {'x': 288, 'y': 13, 'x_offset': 147, 'y_offset': 194}, {'x': 507, 'y': 8, 'x_offset': 149, 'y_offset': 215}, {'x': 726, 'y': 4, 'x_offset': 154, 'y_offset': 212}, {'x': 965, 'y': 6, 'x_offset': 147, 'y_offset': 206}, {'x': 1146, 'y': 26, 'x_offset': 156, 'y_offset': 206}, {'x': 24, 'y': 338, 'x_offset': 154, 'y_offset': 212}, {'x': 301, 'y': 365, 'x_offset': 151, 'y_offset': 212}, {'x': 514, 'y': 361, 'x_offset': 149, 'y_offset': 197}, {'x': 712, 'y': 361, 'x_offset': 165, 'y_offset': 203}, {'x': 941, 'y': 352, 'x_offset': 136, 'y_offset': 215}, {'x': 1160, 'y': 356, 'x_offset': 142, 'y_offset': 201}, {'x': 17, 'y': 656, 'x_offset': 156, 'y_offset': 197}, {'x': 265, 'y': 681, 'x_offset': 138, 'y_offset': 210}, {'x': 489, 'y': 684, 'x_offset': 147, 'y_offset': 212}, {'x': 703, 'y': 686, 'x_offset': 142, 'y_offset': 215}, {'x': 932, 'y': 686, 'x_offset': 138, 'y_offset': 206}, {'x': 1139, 'y': 681, 'x_offset': 151, 'y_offset': 215}, {'x': 464, 'y': 1205, 'x_offset': 154, 'y_offset': 199}, {'x': 683, 'y': 1196, 'x_offset': 149, 'y_offset': 219}, {'x': 914, 'y': 1223, 'x_offset': 145, 'y_offset': 206}]"
70,DSC05452.jpeg,21,21,21,"[['1', '4', '1', '1', '4', '1'], ['1', '1', '1', '1', '1', '1'], ['3', '1', '1', '1', '4', '1'], ['4', '1', '2']]","[{'x': 48, 'y': 28, 'x_offset': 152, 'y_offset': 213}, {'x': 301, 'y': 17, 'x_offset': 161, 'y_offset': 222}, {'x': 537, 'y': 19, 'x_offset': 154, 'y_offset': 234}, {'x': 768, 'y': 24, 'x_offset': 150, 'y_offset': 224}, {'x': 1009, 'y': 33, 'x_offset': 152, 'y_offset': 215}, {'x': 1198, 'y': 42, 'x_offset': 154, 'y_offset': 224}, {'x': 27, 'y': 356, 'x_offset': 161, 'y_offset': 229}, {'x': 315, 'y': 386, 'x_offset': 164, 'y_offset': 227}, {'x': 537, 'y': 377, 'x_offset': 154, 'y_offset': 224}, {'x': 742, 'y': 386, 'x_offset': 168, 'y_offset': 222}, {'x': 967, 'y': 402, 'x_offset': 157, 'y_offset': 203}, {'x': 1212, 'y': 395, 'x_offset': 129, 'y_offset': 210}, {'x': 25, 'y': 683, 'x_offset': 154, 'y_offset': 224}, {'x': 273, 'y': 713, 'x_offset': 140, 'y_offset': 222}, {'x': 511, 'y': 713, 'x_offset': 145, 'y_offset': 227}, {'x': 721, 'y': 720, 'x_offset': 161, 'y_offset': 236}, {'x': 967, 'y': 741, 'x_offset': 138, 'y_offset': 208}, {'x': 1179, 'y': 736, 'x_offset': 159, 'y_offset': 215}, {'x': 483, 'y': 1257, 'x_offset': 143, 'y_offset': 208}, {'x': 696, 'y': 1255, 'x_offset': 152, 'y_offset': 234}, {'x': 922, 'y': 1288, 'x_offset': 168, 'y_offset': 213}]"
181,DSC05453.jpeg,21,21,21,"[['1', '2', '1', '1', '2', '1'], ['1', '1', '1', '1', '1', '1'], ['3', '1', '1', '1', '4', '1'], ['3', '1', '2']]","[{'x': 66, 'y': 16, 'x_offset': 165, 'y_offset': 244}, {'x': 359, 'y': 0, 'x_offset': 170, 'y_offset': 241}, {'x': 627, 'y': 11, 'x_offset': 168, 'y_offset': 249}, {'x': 884, 'y': 16, 'x_offset': 173, 'y_offset': 236}, {'x': 1164, 'y': 11, 'x_offset': 168, 'y_offset': 246}, {'x': 1390, 'y': 34, 'x_offset': 165, 'y_offset': 246}, {'x': 40, 'y': 388, 'x_offset': 184, 'y_offset': 254}, {'x': 370, 'y': 417, 'x_offset': 178, 'y_offset': 254}, {'x': 624, 'y': 428, 'x_offset': 173, 'y_offset': 233}, {'x': 866, 'y': 430, 'x_offset': 186, 'y_offset': 236}, {'x': 1123, 'y': 441, 'x_offset': 163, 'y_offset': 231}, {'x': 1387, 'y': 425, 'x_offset': 163, 'y_offset': 249}, {'x': 34, 'y': 761, 'x_offset': 184, 'y_offset': 236}, {'x': 325, 'y': 792, 'x_offset': 168, 'y_offset': 252}, {'x': 585, 'y': 798, 'x_offset': 176, 'y_offset': 254}, {'x': 837, 'y': 811, 'x_offset': 176, 'y_offset': 254}, {'x': 1115, 'y': 824, 'x_offset': 165, 'y_offset': 241}, {'x': 1359, 'y': 826, 'x_offset': 176, 'y_offset': 236}, {'x': 559, 'y': 1424, 'x_offset': 173, 'y_offset': 226}, {'x': 810, 'y': 1414, 'x_offset': 170, 'y_offset': 252}, {'x': 1086, 'y': 1458, 'x_offset': 168, 'y_offset': 220}]"
262,DSC05454.jpeg,21,21,21,"[['1', '2', '1', '1', '2', '1'], ['1', '1', '1', '1', '1', '1'], ['3', '1', '1', '1', '2', '1'], ['3', '1', '2']]","[{'x': 82, 'y': 39, 'x_offset': 178, 'y_offset': 243}, {'x': 378, 'y': 39, 'x_offset': 172, 'y_offset': 237}, {'x': 633, 'y': 33, 'x_offset': 172, 'y_offset': 255}, {'x': 894, 'y': 33, 'x_offset': 178, 'y_offset': 267}, {'x': 1173, 'y': 45, 'x_offset': 172, 'y_offset': 243}, {'x': 1369, 'y': 57, 'x_offset': 184, 'y_offset': 267}, {'x': 46, 'y': 425, 'x_offset': 214, 'y_offset': 243}, {'x': 396, 'y': 437, 'x_offset': 172, 'y_offset': 273}, {'x': 639, 'y': 431, 'x_offset': 172, 'y_offset': 261}, {'x': 876, 'y': 443, 'x_offset': 196, 'y_offset': 255}, {'x': 1137, 'y': 449, 'x_offset': 166, 'y_offset': 255}, {'x': 1381, 'y': 454, 'x_offset': 160, 'y_offset': 255}, {'x': 46, 'y': 787, 'x_offset': 184, 'y_offset': 243}, {'x': 343, 'y': 804, 'x_offset': 172, 'y_offset': 255}, {'x': 604, 'y': 816, 'x_offset': 178, 'y_offset': 261}, {'x': 847, 'y': 822, 'x_offset': 184, 'y_offset': 273}, {'x': 1120, 'y': 840, 'x_offset': 160, 'y_offset': 243}, {'x': 1369, 'y': 822, 'x_offset': 166, 'y_offset': 273}, {'x': 556, 'y': 1427, 'x_offset': 190, 'y_offset': 231}, {'x': 823, 'y': 1409, 'x_offset': 178, 'y_offset': 273}, {'x': 1090, 'y': 1439, 'x_offset': 172, 'y_offset': 279}]"
292,DSC05455.jpeg,21,21,21,"[['1', '4', '1', '1', '2', '1'], ['1', '1', '1', '1', '1', '1'], ['3', '1', '1', '1', '3', '1'], ['3', '1', '2']]","[{'x': 60, 'y': 16, 'x_offset': 152, 'y_offset': 226}, {'x': 325, 'y': 7, 'x_offset': 152, 'y_offset': 226}, {'x': 559, 'y': 3, 'x_offset': 152, 'y_offset': 230}, {'x': 793, 'y': 7, 'x_offset': 147, 'y_offset': 226}, {'x': 1040, 'y': 11, 'x_offset': 143, 'y_offset': 230}, {'x': 1231, 'y': 20, 'x_offset': 152, 'y_offset': 234}, {'x': 38, 'y': 358, 'x_offset': 173, 'y_offset': 217}, {'x': 342, 'y': 376, 'x_offset': 152, 'y_offset': 230}, {'x': 554, 'y': 367, 'x_offset': 173, 'y_offset': 226}, {'x': 776, 'y': 376, 'x_offset': 169, 'y_offset': 217}, {'x': 1005, 'y': 384, 'x_offset': 160, 'y_offset': 221}, {'x': 1231, 'y': 384, 'x_offset': 156, 'y_offset': 217}, {'x': 30, 'y': 684, 'x_offset': 173, 'y_offset': 213}, {'x': 299, 'y': 718, 'x_offset': 143, 'y_offset': 217}, {'x': 533, 'y': 714, 'x_offset': 156, 'y_offset': 226}, {'x': 750, 'y': 723, 'x_offset': 156, 'y_offset': 230}, {'x': 1001, 'y': 740, 'x_offset': 147, 'y_offset': 208}, {'x': 1205, 'y': 731, 'x_offset': 173, 'y_offset': 204}, {'x': 511, 'y': 1261, 'x_offset': 152, 'y_offset': 217}, {'x': 737, 'y': 1261, 'x_offset': 160, 'y_offset': 230}, {'x': 984, 'y': 1304, 'x_offset': 152, 'y_offset': 195}]"
25,DSC05457.jpeg,0,0,0,[],[]
118,DSC05458.jpeg,18,18,18,"[['2', '1', '1', '3', '2', '1'], ['1', '1', '3', '2', '1', '2'], ['2', '2', '2', '2', '1', '1']]","[{'x': 74, 'y': 45, 'x_offset': 194, 'y_offset': 235}, {'x': 371, 'y': 70, 'x_offset': 191, 'y_offset': 242}, {'x': 628, 'y': 73, 'x_offset': 196, 'y_offset': 252}, {'x': 1195, 'y': 96, 'x_offset': 171, 'y_offset': 240}, {'x': 917, 'y': 83, 'x_offset': 174, 'y_offset': 237}, {'x': 1446, 'y': 86, 'x_offset': 202, 'y_offset': 260}, {'x': 29, 'y': 397, 'x_offset': 174, 'y_offset': 237}, {'x': 358, 'y': 425, 'x_offset': 179, 'y_offset': 227}, {'x': 612, 'y': 417, 'x_offset': 194, 'y_offset': 244}, {'x': 887, 'y': 456, 'x_offset': 187, 'y_offset': 227}, {'x': 1134, 'y': 480, 'x_offset': 171, 'y_offset': 219}, {'x': 1384, 'y': 473, 'x_offset': 189, 'y_offset': 226}, {'x': 26, 'y': 747, 'x_offset': 187, 'y_offset': 235}, {'x': 295, 'y': 733, 'x_offset': 177, 'y_offset': 232}, {'x': 570, 'y': 742, 'x_offset': 196, 'y_offset': 226}, {'x': 882, 'y': 798, 'x_offset': 176, 'y_offset': 239}, {'x': 1127, 'y': 806, 'x_offset': 164, 'y_offset': 237}, {'x': 1381, 'y': 815, 'x_offset': 174, 'y_offset': 216}]"
119,DSC05459.jpeg,18,18,18,"[['2', '1', '1', '3', '2', '2'], ['1', '1', '3', '2', '1', '2'], ['1', '2', '2', '2', '1', '1']]","[{'x': 57, 'y': 19, 'x_offset': 192, 'y_offset': 233}, {'x': 355, 'y': 46, 'x_offset': 187, 'y_offset': 228}, {'x': 607, 'y': 45, 'x_offset': 193, 'y_offset': 241}, {'x': 897, 'y': 54, 'x_offset': 182, 'y_offset': 231}, {'x': 1177, 'y': 68, 'x_offset': 163, 'y_offset': 223}, {'x': 1429, 'y': 59, 'x_offset': 190, 'y_offset': 260}, {'x': 17, 'y': 369, 'x_offset': 168, 'y_offset': 223}, {'x': 344, 'y': 393, 'x_offset': 176, 'y_offset': 231}, {'x': 585, 'y': 384, 'x_offset': 206, 'y_offset': 239}, {'x': 875, 'y': 420, 'x_offset': 185, 'y_offset': 225}, {'x': 1120, 'y': 439, 'x_offset': 163, 'y_offset': 227}, {'x': 1366, 'y': 430, 'x_offset': 182, 'y_offset': 228}, {'x': 16, 'y': 716, 'x_offset': 187, 'y_offset': 233}, {'x': 290, 'y': 696, 'x_offset': 174, 'y_offset': 231}, {'x': 559, 'y': 708, 'x_offset': 193, 'y_offset': 223}, {'x': 867, 'y': 765, 'x_offset': 176, 'y_offset': 230}, {'x': 1111, 'y': 770, 'x_offset': 165, 'y_offset': 227}, {'x': 1364, 'y': 778, 'x_offset': 170, 'y_offset': 206}]"
79,DSC05460.jpeg,18,18,18,"[['2', '2', '1', '3', '2', '1'], ['1', '1', '3', '2', '1', '2'], ['1', '2', '2', '2', '1', '1']]","[{'x': 99, 'y': 33, 'x_offset': 202, 'y_offset': 248}, {'x': 426, 'y': 63, 'x_offset': 185, 'y_offset': 256}, {'x': 691, 'y': 61, 'x_offset': 202, 'y_offset': 274}, {'x': 1001, 'y': 67, 'x_offset': 181, 'y_offset': 253}, {'x': 1291, 'y': 94, 'x_offset': 178, 'y_offset': 239}, {'x': 1556, 'y': 89, 'x_offset': 194, 'y_offset': 260}, {'x': 54, 'y': 403, 'x_offset': 178, 'y_offset': 251}, {'x': 408, 'y': 433, 'x_offset': 176, 'y_offset': 258}, {'x': 679, 'y': 435, 'x_offset': 194, 'y_offset': 253}, {'x': 982, 'y': 461, 'x_offset': 174, 'y_offset': 248}, {'x': 1231, 'y': 492, 'x_offset': 173, 'y_offset': 235}, {'x': 1495, 'y': 473, 'x_offset': 192, 'y_offset': 248}, {'x': 44, 'y': 778, 'x_offset': 199, 'y_offset': 258}, {'x': 342, 'y': 764, 'x_offset': 180, 'y_offset': 249}, {'x': 638, 'y': 776, 'x_offset': 195, 'y_offset': 244}, {'x': 959, 'y': 838, 'x_offset': 194, 'y_offset': 246}, {'x': 1224, 'y': 850, 'x_offset': 180, 'y_offset': 234}, {'x': 1490, 'y': 844, 'x_offset': 174, 'y_offset': 235}]"
303,DSC05461.jpeg,18,18,18,"[['2', '2', '1', '4', '2', '1'], ['1', '1', '3', '2', '1', '2'], ['1', '2', '2', '2', '1', '1']]","[{'x': 91, 'y': 37, 'x_offset': 199, 'y_offset': 256}, {'x': 401, 'y': 65, 'x_offset': 193, 'y_offset': 262}, {'x': 666, 'y': 68, 'x_offset': 218, 'y_offset': 265}, {'x': 982, 'y': 78, 'x_offset': 190, 'y_offset': 253}, {'x': 1273, 'y': 94, 'x_offset': 180, 'y_offset': 250}, {'x': 1539, 'y': 84, 'x_offset': 212, 'y_offset': 272}, {'x': 31, 'y': 416, 'x_offset': 190, 'y_offset': 246}, {'x': 385, 'y': 444, 'x_offset': 193, 'y_offset': 243}, {'x': 660, 'y': 435, 'x_offset': 202, 'y_offset': 265}, {'x': 960, 'y': 470, 'x_offset': 193, 'y_offset': 246}, {'x': 1213, 'y': 495, 'x_offset': 190, 'y_offset': 243}, {'x': 1485, 'y': 485, 'x_offset': 196, 'y_offset': 250}, {'x': 31, 'y': 786, 'x_offset': 205, 'y_offset': 265}, {'x': 316, 'y': 770, 'x_offset': 193, 'y_offset': 253}, {'x': 629, 'y': 776, 'x_offset': 190, 'y_offset': 246}, {'x': 945, 'y': 833, 'x_offset': 193, 'y_offset': 259}, {'x': 1210, 'y': 852, 'x_offset': 183, 'y_offset': 240}, {'x': 1479, 'y': 855, 'x_offset': 180, 'y_offset': 228}]"
188,DSC05462.jpeg,18,0,-1,"[['1', '2', '1', '1', '1', '1'], ['2', '1', '1', '1', '4', '4'], ['1', '1', '1', '2', '2', '1']]",[]
352,DSC05463.jpeg,18,18,18,"[['1', '2', '1', '1', '1', '1'], ['2', '1', '1', '1', '4', '4'], ['1', '1', '1', '2', '2', '1']]","[{'x': 59, 'y': 40, 'x_offset': 181, 'y_offset': 215}, {'x': 361, 'y': 39, 'x_offset': 170, 'y_offset': 228}, {'x': 667, 'y': 81, 'x_offset': 156, 'y_offset': 217}, {'x': 905, 'y': 94, 'x_offset': 166, 'y_offset': 217}, {'x': 1216, 'y': 94, 'x_offset': 161, 'y_offset': 217}, {'x': 1525, 'y': 101, 'x_offset': 161, 'y_offset': 225}, {'x': 67, 'y': 383, 'x_offset': 165, 'y_offset': 225}, {'x': 353, 'y': 374, 'x_offset': 166, 'y_offset': 228}, {'x': 636, 'y': 426, 'x_offset': 165, 'y_offset': 218}, {'x': 929, 'y': 420, 'x_offset': 161, 'y_offset': 210}, {'x': 1234, 'y': 411, 'x_offset': 149, 'y_offset': 215}, {'x': 1493, 'y': 453, 'x_offset': 146, 'y_offset': 203}, {'x': 52, 'y': 756, 'x_offset': 178, 'y_offset': 203}, {'x': 317, 'y': 735, 'x_offset': 170, 'y_offset': 210}, {'x': 610, 'y': 782, 'x_offset': 160, 'y_offset': 212}, {'x': 927, 'y': 766, 'x_offset': 158, 'y_offset': 212}, {'x': 1204, 'y': 756, 'x_offset': 176, 'y_offset': 195}, {'x': 1479, 'y': 781, 'x_offset': 153, 'y_offset': 195}]"
246,DSC05464.jpeg,18,18,18,"[['1', '1', '1', '1', '1', '2'], ['2', '2', '2', '2', '1', '2'], ['2', '2', '1', '2', '1', '2']]","[{'x': 102, 'y': 43, 'x_offset': 170, 'y_offset': 215}, {'x': 367, 'y': 74, 'x_offset': 158, 'y_offset': 200}, {'x': 625, 'y': 66, 'x_offset': 132, 'y_offset': 197}, {'x': 843, 'y': 89, 'x_offset': 155, 'y_offset': 222}, {'x': 1078, 'y': 113, 'x_offset': 153, 'y_offset': 208}, {'x': 1321, 'y': 123, 'x_offset': 157, 'y_offset': 212}, {'x': 115, 'y': 423, 'x_offset': 157, 'y_offset': 203}, {'x': 357, 'y': 433, 'x_offset': 152, 'y_offset': 217}, {'x': 608, 'y': 448, 'x_offset': 153, 'y_offset': 207}, {'x': 835, 'y': 474, 'x_offset': 148, 'y_offset': 197}, {'x': 1070, 'y': 484, 'x_offset': 147, 'y_offset': 207}, {'x': 1310, 'y': 489, 'x_offset': 138, 'y_offset': 207}, {'x': 152, 'y': 712, 'x_offset': 163, 'y_offset': 197}, {'x': 355, 'y': 746, 'x_offset': 152, 'y_offset': 197}, {'x': 593, 'y': 781, 'x_offset': 148, 'y_offset': 203}, {'x': 838, 'y': 789, 'x_offset': 150, 'y_offset': 210}, {'x': 1046, 'y': 807, 'x_offset': 148, 'y_offset': 208}, {'x': 1258, 'y': 816, 'x_offset': 152, 'y_offset': 193}]"
239,DSC05466.jpeg,18,18,18,"[['2', '1', '1', '1', '1', '2'], ['2', '2', '2', '2', '1', '2'], ['2', '2', '1', '2', '1', '2']]","[{'x': 25, 'y': 27, 'x_offset': 159, 'y_offset': 202}, {'x': 266, 'y': 51, 'x_offset': 151, 'y_offset': 186}, {'x': 502, 'y': 43, 'x_offset': 128, 'y_offset': 181}, {'x': 705, 'y': 60, 'x_offset': 144, 'y_offset': 200}, {'x': 917, 'y': 81, 'x_offset': 146, 'y_offset': 192}, {'x': 1140, 'y': 84, 'x_offset': 151, 'y_offset': 195}, {'x': 39, 'y': 381, 'x_offset': 151, 'y_offset': 179}, {'x': 265, 'y': 381, 'x_offset': 144, 'y_offset': 202}, {'x': 496, 'y': 397, 'x_offset': 144, 'y_offset': 189}, {'x': 702, 'y': 413, 'x_offset': 141, 'y_offset': 186}, {'x': 923, 'y': 422, 'x_offset': 131, 'y_offset': 187}, {'x': 1135, 'y': 419, 'x_offset': 136, 'y_offset': 191}, {'x': 85, 'y': 639, 'x_offset': 143, 'y_offset': 184}, {'x': 266, 'y': 668, 'x_offset': 138, 'y_offset': 187}, {'x': 483, 'y': 700, 'x_offset': 143, 'y_offset': 191}, {'x': 704, 'y': 708, 'x_offset': 143, 'y_offset': 195}, {'x': 906, 'y': 719, 'x_offset': 136, 'y_offset': 197}, {'x': 1101, 'y': 722, 'x_offset': 139, 'y_offset': 184}]"
198,DSC05467.jpeg,18,18,18,"[['1', '1', '1', '1', '1', '2'], ['2', '2', '2', '2', '1', '2'], ['2', '2', '1', '2', '2', '2']]","[{'x': 62, 'y': 24, 'x_offset': 141, 'y_offset': 200}, {'x': 301, 'y': 45, 'x_offset': 141, 'y_offset': 194}, {'x': 531, 'y': 44, 'x_offset': 119, 'y_offset': 177}, {'x': 740, 'y': 60, 'x_offset': 134, 'y_offset': 201}, {'x': 956, 'y': 86, 'x_offset': 135, 'y_offset': 188}, {'x': 1178, 'y': 95, 'x_offset': 138, 'y_offset': 189}, {'x': 68, 'y': 380, 'x_offset': 143, 'y_offset': 179}, {'x': 292, 'y': 385, 'x_offset': 140, 'y_offset': 195}, {'x': 528, 'y': 398, 'x_offset': 132, 'y_offset': 188}, {'x': 729, 'y': 418, 'x_offset': 141, 'y_offset': 186}, {'x': 950, 'y': 428, 'x_offset': 132, 'y_offset': 183}, {'x': 1165, 'y': 427, 'x_offset': 134, 'y_offset': 188}, {'x': 103, 'y': 643, 'x_offset': 144, 'y_offset': 183}, {'x': 295, 'y': 672, 'x_offset': 132, 'y_offset': 186}, {'x': 508, 'y': 706, 'x_offset': 137, 'y_offset': 186}, {'x': 734, 'y': 709, 'x_offset': 135, 'y_offset': 197}, {'x': 933, 'y': 726, 'x_offset': 135, 'y_offset': 197}, {'x': 1127, 'y': 735, 'x_offset': 141, 'y_offset': 182}]"
86,DSC05468.jpeg,21,21,21,"[['1', '2', '1', '2', '2', '2'], ['2', '3', '1', '3', '2', '1'], ['2', '1', '4', '1', '1', '1'], ['1', '1', '1']]","[{'x': 84, 'y': 18, 'x_offset': 158, 'y_offset': 228}, {'x': 338, 'y': 33, 'x_offset': 181, 'y_offset': 228}, {'x': 599, 'y': 33, 'x_offset': 163, 'y_offset': 226}, {'x': 875, 'y': 51, 'x_offset': 166, 'y_offset': 233}, {'x': 1113, 'y': 73, 'x_offset': 168, 'y_offset': 241}, {'x': 1394, 'y': 78, 'x_offset': 171, 'y_offset': 223}, {'x': 69, 'y': 362, 'x_offset': 151, 'y_offset': 231}, {'x': 310, 'y': 377, 'x_offset': 166, 'y_offset': 228}, {'x': 604, 'y': 382, 'x_offset': 161, 'y_offset': 223}, {'x': 865, 'y': 412, 'x_offset': 166, 'y_offset': 241}, {'x': 1424, 'y': 394, 'x_offset': 166, 'y_offset': 228}, {'x': 1148, 'y': 435, 'x_offset': 163, 'y_offset': 231}, {'x': 27, 'y': 723, 'x_offset': 183, 'y_offset': 223}, {'x': 305, 'y': 731, 'x_offset': 168, 'y_offset': 211}, {'x': 569, 'y': 741, 'x_offset': 166, 'y_offset': 216}, {'x': 835, 'y': 771, 'x_offset': 163, 'y_offset': 218}, {'x': 1128, 'y': 793, 'x_offset': 158, 'y_offset': 223}, {'x': 1407, 'y': 781, 'x_offset': 166, 'y_offset': 228}, {'x': 559, 'y': 1383, 'x_offset': 148, 'y_offset': 206}, {'x': 812, 'y': 1406, 'x_offset': 166, 'y_offset': 208}, {'x': 1081, 'y': 1431, 'x_offset': 146, 'y_offset': 198}]"
