,filename,num_ratings,num_bboxes,num_objects,ratings,bounding_boxes
73,DSC05406.jpeg,21,21,21,"[['2', '1', '1', '1', '2', '2'], ['1', '1', '2', '2', '2', '1'], ['2', '2', '1', '1', '2', '2'], ['2', '1', '2']]","[{'x': 41, 'y': 26, 'x_offset': 172, 'y_offset': 208}, {'x': 403, 'y': 42, 'x_offset': 177, 'y_offset': 211}, {'x': 707, 'y': 81, 'x_offset': 154, 'y_offset': 224}, {'x': 994, 'y': 94, 'x_offset': 180, 'y_offset': 226}, {'x': 1290, 'y': 138, 'x_offset': 161, 'y_offset': 208}, {'x': 1574, 'y': 141, 'x_offset': 190, 'y_offset': 213}, {'x': 20, 'y': 422, 'x_offset': 180, 'y_offset': 198}, {'x': 364, 'y': 419, 'x_offset': 167, 'y_offset': 203}, {'x': 632, 'y': 438, 'x_offset': 180, 'y_offset': 224}, {'x': 944, 'y': 484, 'x_offset': 167, 'y_offset': 213}, {'x': 1251, 'y': 484, 'x_offset': 169, 'y_offset': 211}, {'x': 1579, 'y': 518, 'x_offset': 174, 'y_offset': 195}, {'x': 38, 'y': 768, 'x_offset': 180, 'y_offset': 229}, {'x': 343, 'y': 773, 'x_offset': 174, 'y_offset': 221}, {'x': 637, 'y': 836, 'x_offset': 200, 'y_offset': 208}, {'x': 947, 'y': 851, 'x_offset': 172, 'y_offset': 213}, {'x': 1238, 'y': 846, 'x_offset': 174, 'y_offset': 208}, {'x': 1584, 'y': 844, 'x_offset': 172, 'y_offset': 216}, {'x': 359, 'y': 1382, 'x_offset': 180, 'y_offset': 190}, {'x': 684, 'y': 1427, 'x_offset': 148, 'y_offset': 182}, {'x': 978, 'y': 1479, 'x_offset': 159, 'y_offset': 185}]"
41,DSC05408.jpeg,18,18,18,"[['1', '1', '1', '1', '2', '1'], ['1', '1', '1', '1', '1', '3'], ['1', '1', '1', '1', '2', '2']]","[{'x': 60, 'y': 23, 'x_offset': 175, 'y_offset': 222}, {'x': 299, 'y': 37, 'x_offset': 167, 'y_offset': 230}, {'x': 557, 'y': 57, 'x_offset': 164, 'y_offset': 220}, {'x': 774, 'y': 75, 'x_offset': 157, 'y_offset': 227}, {'x': 991, 'y': 83, 'x_offset': 155, 'y_offset': 220}, {'x': 1229, 'y': 70, 'x_offset': 164, 'y_offset': 227}, {'x': 55, 'y': 379, 'x_offset': 172, 'y_offset': 214}, {'x': 298, 'y': 381, 'x_offset': 149, 'y_offset': 219}, {'x': 532, 'y': 397, 'x_offset': 159, 'y_offset': 223}, {'x': 740, 'y': 423, 'x_offset': 167, 'y_offset': 215}, {'x': 978, 'y': 421, 'x_offset': 152, 'y_offset': 215}, {'x': 1230, 'y': 459, 'x_offset': 164, 'y_offset': 204}, {'x': 48, 'y': 732, 'x_offset': 160, 'y_offset': 214}, {'x': 293, 'y': 761, 'x_offset': 157, 'y_offset': 222}, {'x': 516, 'y': 769, 'x_offset': 152, 'y_offset': 214}, {'x': 774, 'y': 773, 'x_offset': 152, 'y_offset': 212}, {'x': 986, 'y': 774, 'x_offset': 138, 'y_offset': 214}, {'x': 1211, 'y': 784, 'x_offset': 162, 'y_offset': 217}]"
110,DSC05409.jpeg,18,18,18,"[['1', '1', '1', '1', '2', '1'], ['1', '1', '1', '1', '1', '3'], ['1', '2', '1', '1', '2', '2']]","[{'x': 81, 'y': 33, 'x_offset': 159, 'y_offset': 201}, {'x': 316, 'y': 48, 'x_offset': 146, 'y_offset': 212}, {'x': 555, 'y': 63, 'x_offset': 147, 'y_offset': 206}, {'x': 759, 'y': 90, 'x_offset': 140, 'y_offset': 198}, {'x': 971, 'y': 96, 'x_offset': 140, 'y_offset': 197}, {'x': 1191, 'y': 68, 'x_offset': 152, 'y_offset': 215}, {'x': 69, 'y': 365, 'x_offset': 167, 'y_offset': 207}, {'x': 301, 'y': 366, 'x_offset': 149, 'y_offset': 216}, {'x': 537, 'y': 392, 'x_offset': 143, 'y_offset': 203}, {'x': 728, 'y': 414, 'x_offset': 153, 'y_offset': 203}, {'x': 957, 'y': 423, 'x_offset': 135, 'y_offset': 191}, {'x': 1190, 'y': 446, 'x_offset': 150, 'y_offset': 191}, {'x': 73, 'y': 699, 'x_offset': 144, 'y_offset': 206}, {'x': 301, 'y': 740, 'x_offset': 140, 'y_offset': 197}, {'x': 516, 'y': 741, 'x_offset': 144, 'y_offset': 207}, {'x': 756, 'y': 750, 'x_offset': 135, 'y_offset': 182}, {'x': 950, 'y': 757, 'x_offset': 135, 'y_offset': 194}, {'x': 1178, 'y': 755, 'x_offset': 141, 'y_offset': 203}]"
131,DSC05413.jpeg,18,18,18,"[['1', '1', '1', '1', '1', '1'], ['1', '2', '1', '1', '1', '2'], ['1', '1', '1', '2', '1', '1']]","[{'x': 114, 'y': 27, 'x_offset': 171, 'y_offset': 247}, {'x': 432, 'y': 44, 'x_offset': 181, 'y_offset': 245}, {'x': 715, 'y': 48, 'x_offset': 183, 'y_offset': 249}, {'x': 1002, 'y': 82, 'x_offset': 194, 'y_offset': 255}, {'x': 1271, 'y': 88, 'x_offset': 188, 'y_offset': 243}, {'x': 1585, 'y': 111, 'x_offset': 167, 'y_offset': 243}, {'x': 71, 'y': 443, 'x_offset': 194, 'y_offset': 245}, {'x': 390, 'y': 459, 'x_offset': 190, 'y_offset': 251}, {'x': 715, 'y': 480, 'x_offset': 184, 'y_offset': 247}, {'x': 1006, 'y': 483, 'x_offset': 188, 'y_offset': 253}, {'x': 1303, 'y': 485, 'x_offset': 186, 'y_offset': 245}, {'x': 1592, 'y': 491, 'x_offset': 177, 'y_offset': 245}, {'x': 46, 'y': 869, 'x_offset': 200, 'y_offset': 247}, {'x': 386, 'y': 864, 'x_offset': 177, 'y_offset': 243}, {'x': 713, 'y': 871, 'x_offset': 177, 'y_offset': 253}, {'x': 1010, 'y': 894, 'x_offset': 181, 'y_offset': 240}, {'x': 1309, 'y': 898, 'x_offset': 177, 'y_offset': 238}, {'x': 1605, 'y': 904, 'x_offset': 181, 'y_offset': 247}]"
27,DSC05414.jpeg,18,18,18,"[['1', '1', '1', '1', '1', '1'], ['1', '2', '1', '1', '1', '2'], ['1', '1', '1', '2', '1', '1']]","[{'x': 132, 'y': 24, 'x_offset': 182, 'y_offset': 267}, {'x': 450, 'y': 28, 'x_offset': 184, 'y_offset': 261}, {'x': 746, 'y': 37, 'x_offset': 171, 'y_offset': 274}, {'x': 1034, 'y': 79, 'x_offset': 184, 'y_offset': 259}, {'x': 1307, 'y': 85, 'x_offset': 180, 'y_offset': 261}, {'x': 1608, 'y': 116, 'x_offset': 177, 'y_offset': 248}, {'x': 91, 'y': 445, 'x_offset': 200, 'y_offset': 256}, {'x': 420, 'y': 449, 'x_offset': 180, 'y_offset': 278}, {'x': 753, 'y': 478, 'x_offset': 173, 'y_offset': 283}, {'x': 1045, 'y': 475, 'x_offset': 178, 'y_offset': 283}, {'x': 1329, 'y': 475, 'x_offset': 195, 'y_offset': 287}, {'x': 1634, 'y': 480, 'x_offset': 164, 'y_offset': 292}, {'x': 65, 'y': 855, 'x_offset': 197, 'y_offset': 294}, {'x': 413, 'y': 852, 'x_offset': 173, 'y_offset': 283}, {'x': 740, 'y': 874, 'x_offset': 173, 'y_offset': 267}, {'x': 1033, 'y': 892, 'x_offset': 178, 'y_offset': 261}, {'x': 1334, 'y': 887, 'x_offset': 180, 'y_offset': 268}, {'x': 1638, 'y': 905, 'x_offset': 177, 'y_offset': 265}]"
58,DSC05415.jpeg,18,18,18,"[['1', '1', '1', '3', '1', '1'], ['1', '1', '1', '1', '1', '1'], ['1', '1', '3', '1', '1', '1']]","[{'x': 113, 'y': 48, 'x_offset': 158, 'y_offset': 200}, {'x': 358, 'y': 48, 'x_offset': 150, 'y_offset': 196}, {'x': 605, 'y': 30, 'x_offset': 146, 'y_offset': 211}, {'x': 864, 'y': 56, 'x_offset': 140, 'y_offset': 212}, {'x': 1117, 'y': 54, 'x_offset': 134, 'y_offset': 224}, {'x': 1354, 'y': 60, 'x_offset': 143, 'y_offset': 221}, {'x': 69, 'y': 351, 'x_offset': 153, 'y_offset': 217}, {'x': 336, 'y': 364, 'x_offset': 153, 'y_offset': 212}, {'x': 584, 'y': 373, 'x_offset': 141, 'y_offset': 203}, {'x': 834, 'y': 382, 'x_offset': 141, 'y_offset': 205}, {'x': 1103, 'y': 379, 'x_offset': 153, 'y_offset': 206}, {'x': 1324, 'y': 405, 'x_offset': 153, 'y_offset': 224}, {'x': 105, 'y': 646, 'x_offset': 138, 'y_offset': 194}, {'x': 343, 'y': 676, 'x_offset': 144, 'y_offset': 206}, {'x': 579, 'y': 685, 'x_offset': 125, 'y_offset': 200}, {'x': 790, 'y': 704, 'x_offset': 147, 'y_offset': 203}, {'x': 1047, 'y': 707, 'x_offset': 146, 'y_offset': 218}, {'x': 1300, 'y': 742, 'x_offset': 147, 'y_offset': 199}]"
49,DSC05416.jpeg,18,18,18,"[['1', '1', '1', '3', '1', '1'], ['1', '1', '1', '1', '1', '1'], ['1', '1', '3', '1', '1', '1']]","[{'x': 81, 'y': 41, 'x_offset': 164, 'y_offset': 206}, {'x': 334, 'y': 25, 'x_offset': 162, 'y_offset': 222}, {'x': 601, 'y': 13, 'x_offset': 153, 'y_offset': 233}, {'x': 874, 'y': 35, 'x_offset': 155, 'y_offset': 240}, {'x': 1134, 'y': 41, 'x_offset': 164, 'y_offset': 236}, {'x': 1406, 'y': 49, 'x_offset': 153, 'y_offset': 234}, {'x': 28, 'y': 361, 'x_offset': 156, 'y_offset': 240}, {'x': 321, 'y': 370, 'x_offset': 156, 'y_offset': 234}, {'x': 583, 'y': 373, 'x_offset': 145, 'y_offset': 228}, {'x': 847, 'y': 386, 'x_offset': 145, 'y_offset': 229}, {'x': 1134, 'y': 370, 'x_offset': 148, 'y_offset': 239}, {'x': 1365, 'y': 409, 'x_offset': 165, 'y_offset': 240}, {'x': 57, 'y': 674, 'x_offset': 158, 'y_offset': 212}, {'x': 315, 'y': 704, 'x_offset': 167, 'y_offset': 225}, {'x': 571, 'y': 721, 'x_offset': 137, 'y_offset': 201}, {'x': 808, 'y': 731, 'x_offset': 142, 'y_offset': 222}, {'x': 1069, 'y': 742, 'x_offset': 158, 'y_offset': 223}, {'x': 1354, 'y': 770, 'x_offset': 142, 'y_offset': 222}]"
101,DSC05421.jpeg,21,21,21,"[['1', '1', '1', '1', '4', '1'], ['1', '1', '1', '3', '1', '1'], ['3', '1', '1', '1', '1', '1'], ['1', '1', '3']]","[{'x': 97, 'y': 67, 'x_offset': 151, 'y_offset': 208}, {'x': 589, 'y': 46, 'x_offset': 144, 'y_offset': 218}, {'x': 333, 'y': 48, 'x_offset': 153, 'y_offset': 218}, {'x': 821, 'y': 71, 'x_offset': 131, 'y_offset': 206}, {'x': 1034, 'y': 74, 'x_offset': 144, 'y_offset': 229}, {'x': 1235, 'y': 101, 'x_offset': 151, 'y_offset': 227}, {'x': 51, 'y': 387, 'x_offset': 153, 'y_offset': 215}, {'x': 289, 'y': 415, 'x_offset': 142, 'y_offset': 220}, {'x': 544, 'y': 413, 'x_offset': 156, 'y_offset': 224}, {'x': 789, 'y': 422, 'x_offset': 137, 'y_offset': 213}, {'x': 1011, 'y': 422, 'x_offset': 140, 'y_offset': 220}, {'x': 1217, 'y': 433, 'x_offset': 147, 'y_offset': 213}, {'x': 49, 'y': 724, 'x_offset': 149, 'y_offset': 195}, {'x': 273, 'y': 722, 'x_offset': 151, 'y_offset': 208}, {'x': 525, 'y': 749, 'x_offset': 142, 'y_offset': 206}, {'x': 738, 'y': 767, 'x_offset': 142, 'y_offset': 215}, {'x': 979, 'y': 783, 'x_offset': 142, 'y_offset': 229}, {'x': 1203, 'y': 788, 'x_offset': 160, 'y_offset': 218}, {'x': 434, 'y': 1283, 'x_offset': 156, 'y_offset': 202}, {'x': 649, 'y': 1283, 'x_offset': 156, 'y_offset': 197}, {'x': 862, 'y': 1296, 'x_offset': 142, 'y_offset': 197}]"
65,DSC05423.jpeg,21,21,21,"[['1', '1', '1', '1', '5', '1'], ['1', '1', '1', '3', '1', '1'], ['3', '1', '1', '1', '1', '1'], ['1', '1', '3']]","[{'x': 105, 'y': 42, 'x_offset': 153, 'y_offset': 243}, {'x': 346, 'y': 22, 'x_offset': 165, 'y_offset': 238}, {'x': 608, 'y': 13, 'x_offset': 160, 'y_offset': 243}, {'x': 861, 'y': 30, 'x_offset': 139, 'y_offset': 241}, {'x': 1087, 'y': 37, 'x_offset': 158, 'y_offset': 263}, {'x': 1311, 'y': 66, 'x_offset': 156, 'y_offset': 246}, {'x': 40, 'y': 397, 'x_offset': 187, 'y_offset': 231}, {'x': 297, 'y': 399, 'x_offset': 160, 'y_offset': 250}, {'x': 570, 'y': 406, 'x_offset': 175, 'y_offset': 241}, {'x': 822, 'y': 414, 'x_offset': 168, 'y_offset': 231}, {'x': 1068, 'y': 411, 'x_offset': 160, 'y_offset': 241}, {'x': 1294, 'y': 414, 'x_offset': 173, 'y_offset': 246}, {'x': 52, 'y': 742, 'x_offset': 170, 'y_offset': 229}, {'x': 288, 'y': 732, 'x_offset': 177, 'y_offset': 241}, {'x': 555, 'y': 759, 'x_offset': 170, 'y_offset': 236}, {'x': 788, 'y': 783, 'x_offset': 160, 'y_offset': 236}, {'x': 1041, 'y': 793, 'x_offset': 170, 'y_offset': 248}, {'x': 1287, 'y': 786, 'x_offset': 173, 'y_offset': 241}, {'x': 482, 'y': 1325, 'x_offset': 158, 'y_offset': 248}, {'x': 713, 'y': 1323, 'x_offset': 165, 'y_offset': 243}, {'x': 934, 'y': 1342, 'x_offset': 158, 'y_offset': 229}]"
24,DSC05429.jpeg,0,0,0,[],[]
